56028 silly lifecycle p-finally@1.0.0~preinstall: no script for preinstall, continuing
57011 silly finalize /home/jl/workspace/laravel/fama/node_modules/shallow-clone/node_modules/kind-of
57012 silly finalize /home/jl/workspace/laravel/fama/node_modules/shallow-clone
57013 silly finalize /home/jl/workspace/laravel/fama/node_modules/clone-deep
57014 silly finalize /home/jl/workspace/laravel/fama/node_modules/sass-loader
57015 silly finalize /home/jl/workspace/laravel/fama/node_modules/shebang-regex
57016 silly finalize /home/jl/workspace/laravel/fama/node_modules/shebang-command
57017 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/execa/node_modules/cross-spawn
57018 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/cross-spawn
57019 silly finalize /home/jl/workspace/laravel/fama/node_modules/imagemin-pngquant/node_modules/cross-spawn
57020 silly finalize /home/jl/workspace/laravel/fama/node_modules/imagemin-mozjpeg/node_modules/cross-spawn
57021 silly finalize /home/jl/workspace/laravel/fama/node_modules/execa/node_modules/cross-spawn
57022 silly finalize /home/jl/workspace/laravel/fama/node_modules/cross-env/node_modules/cross-spawn
57023 silly finalize /home/jl/workspace/laravel/fama/node_modules/cross-env
57024 silly finalize /home/jl/workspace/laravel/fama/node_modules/sort-keys-length
57025 silly finalize /home/jl/workspace/laravel/fama/node_modules/ext-name
57026 silly finalize /home/jl/workspace/laravel/fama/node_modules/source-list-map
57027 silly finalize /home/jl/workspace/laravel/fama/node_modules/css-loader
57028 silly finalize /home/jl/workspace/laravel/fama/node_modules/spdy-transport/node_modules/isarray
57029 silly finalize /home/jl/workspace/laravel/fama/node_modules/spdy-transport/node_modules/string_decoder
57030 silly finalize /home/jl/workspace/laravel/fama/node_modules/spdy-transport/node_modules/readable-stream
57031 silly finalize /home/jl/workspace/laravel/fama/node_modules/squeak
57032 silly finalize /home/jl/workspace/laravel/fama/node_modules/logalot
57033 silly finalize /home/jl/workspace/laravel/fama/node_modules/ssri
57034 silly finalize /home/jl/workspace/laravel/fama/node_modules/stable
57035 silly finalize /home/jl/workspace/laravel/fama/node_modules/stackframe
57036 silly finalize /home/jl/workspace/laravel/fama/node_modules/error-stack-parser
57037 silly finalize /home/jl/workspace/laravel/fama/node_modules/friendly-errors-webpack-plugin
57038 silly finalize /home/jl/workspace/laravel/fama/node_modules/stat-mode
57039 silly finalize /home/jl/workspace/laravel/fama/node_modules/stdout-stream/node_modules/isarray
57040 silly finalize /home/jl/workspace/laravel/fama/node_modules/stdout-stream/node_modules/string_decoder
57041 silly finalize /home/jl/workspace/laravel/fama/node_modules/stdout-stream/node_modules/readable-stream
57042 silly finalize /home/jl/workspace/laravel/fama/node_modules/stdout-stream
57043 silly finalize /home/jl/workspace/laravel/fama/node_modules/stream-each/node_modules/once
57044 silly finalize /home/jl/workspace/laravel/fama/node_modules/stream-each/node_modules/end-of-stream
57045 silly finalize /home/jl/workspace/laravel/fama/node_modules/stream-shift
57046 silly finalize /home/jl/workspace/laravel/fama/node_modules/stream-each
57047 silly finalize /home/jl/workspace/laravel/fama/node_modules/duplexify
57048 silly finalize /home/jl/workspace/laravel/fama/node_modules/pumpify
57049 silly finalize /home/jl/workspace/laravel/fama/node_modules/mississippi
57050 silly finalize /home/jl/workspace/laravel/fama/node_modules/strip-dirs/node_modules/is-relative
57051 silly finalize /home/jl/workspace/laravel/fama/node_modules/strip-dirs/node_modules/is-absolute
57052 silly finalize /home/jl/workspace/laravel/fama/node_modules/strip-eof
57053 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/execa
57054 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/bin-build/node_modules/execa
57055 silly finalize /home/jl/workspace/laravel/fama/node_modules/imagemin-pngquant/node_modules/execa
57056 silly finalize /home/jl/workspace/laravel/fama/node_modules/imagemin-mozjpeg/node_modules/execa
57057 silly finalize /home/jl/workspace/laravel/fama/node_modules/execa
57058 silly finalize /home/jl/workspace/laravel/fama/node_modules/laravel-mix/node_modules/os-locale
57059 silly finalize /home/jl/workspace/laravel/fama/node_modules/laravel-mix/node_modules/yargs
57060 silly finalize /home/jl/workspace/laravel/fama/node_modules/strip-json-comments
57061 silly finalize /home/jl/workspace/laravel/fama/node_modules/rc
57062 silly finalize /home/jl/workspace/laravel/fama/node_modules/get-proxy
57063 silly finalize /home/jl/workspace/laravel/fama/node_modules/caw
57064 silly finalize /home/jl/workspace/laravel/fama/node_modules/strip-outer
57065 silly finalize /home/jl/workspace/laravel/fama/node_modules/style-loader
57066 silly finalize /home/jl/workspace/laravel/fama/node_modules/sum-up
57067 silly finalize /home/jl/workspace/laravel/fama/node_modules/strip-dirs
57068 silly finalize /home/jl/workspace/laravel/fama/node_modules/tapable
57069 silly finalize /home/jl/workspace/laravel/fama/node_modules/enhanced-resolve
57070 silly finalize /home/jl/workspace/laravel/fama/node_modules/tar-stream/node_modules/isarray
57071 silly finalize /home/jl/workspace/laravel/fama/node_modules/tar-stream/node_modules/once
57072 silly finalize /home/jl/workspace/laravel/fama/node_modules/tar-stream/node_modules/end-of-stream
57073 silly finalize /home/jl/workspace/laravel/fama/node_modules/tar-stream/node_modules/string_decoder
57074 silly finalize /home/jl/workspace/laravel/fama/node_modules/tar-stream/node_modules/readable-stream
57075 silly finalize /home/jl/workspace/laravel/fama/node_modules/temp-dir
57076 silly finalize /home/jl/workspace/laravel/fama/node_modules/tempfile
57077 silly finalize /home/jl/workspace/laravel/fama/node_modules/exec-buffer
57078 silly finalize /home/jl/workspace/laravel/fama/node_modules/tether
57079 silly finalize /home/jl/workspace/laravel/fama/node_modules/bootstrap
57080 silly finalize /home/jl/workspace/laravel/fama/node_modules/through2-filter
57081 silly finalize /home/jl/workspace/laravel/fama/node_modules/download/node_modules/unique-stream
57082 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/unique-stream
57083 silly finalize /home/jl/workspace/laravel/fama/node_modules/thunky
57084 silly finalize /home/jl/workspace/laravel/fama/node_modules/multicast-dns
57085 silly finalize /home/jl/workspace/laravel/fama/node_modules/bonjour
57086 silly finalize /home/jl/workspace/laravel/fama/node_modules/timed-out
57087 silly finalize /home/jl/workspace/laravel/fama/node_modules/to-absolute-glob/node_modules/extend-shallow
57088 silly finalize /home/jl/workspace/laravel/fama/node_modules/to-absolute-glob
57089 silly finalize /home/jl/workspace/laravel/fama/node_modules/download/node_modules/glob-stream
57090 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/glob-stream
57091 silly finalize /home/jl/workspace/laravel/fama/node_modules/to-buffer
57092 silly finalize /home/jl/workspace/laravel/fama/node_modules/tar-stream
57093 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/decompress-tar
57094 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/decompress-targz
57095 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-targz
57096 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tarbz2
57097 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress-tar
57098 silly finalize /home/jl/workspace/laravel/fama/node_modules/trim-repeated
57099 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/filenamify
57100 silly finalize /home/jl/workspace/laravel/fama/node_modules/filenamify
57101 silly finalize /home/jl/workspace/laravel/fama/node_modules/true-case-path/node_modules/glob
57102 silly finalize /home/jl/workspace/laravel/fama/node_modules/true-case-path
57103 silly finalize /home/jl/workspace/laravel/fama/node_modules/laravel-mix/node_modules/node-sass
57104 silly finalize /home/jl/workspace/laravel/fama/node_modules/type-is
57105 silly finalize /home/jl/workspace/laravel/fama/node_modules/body-parser
57106 silly finalize /home/jl/workspace/laravel/fama/node_modules/uglifyjs-webpack-plugin/node_modules/commander
57107 silly finalize /home/jl/workspace/laravel/fama/node_modules/uglifyjs-webpack-plugin/node_modules/fast-deep-equal
57108 silly finalize /home/jl/workspace/laravel/fama/node_modules/uglifyjs-webpack-plugin/node_modules/json-schema-traverse
57109 silly finalize /home/jl/workspace/laravel/fama/node_modules/uglifyjs-webpack-plugin/node_modules/source-map
57110 silly finalize /home/jl/workspace/laravel/fama/node_modules/uglifyjs-webpack-plugin/node_modules/uglify-es
57111 silly finalize /home/jl/workspace/laravel/fama/node_modules/unbzip2-stream
57112 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/decompress-tarbz2
57113 silly finalize /home/jl/workspace/laravel/fama/node_modules/unique-slug
57114 silly finalize /home/jl/workspace/laravel/fama/node_modules/unique-filename
57115 silly finalize /home/jl/workspace/laravel/fama/node_modules/cacache
57116 silly finalize /home/jl/workspace/laravel/fama/node_modules/unquote
57117 silly finalize /home/jl/workspace/laravel/fama/node_modules/unzip-response
57118 silly finalize /home/jl/workspace/laravel/fama/node_modules/upath
57119 silly finalize /home/jl/workspace/laravel/fama/node_modules/upper-case
57120 silly finalize /home/jl/workspace/laravel/fama/node_modules/camel-case
57121 silly finalize /home/jl/workspace/laravel/fama/node_modules/html-minifier
57122 silly finalize /home/jl/workspace/laravel/fama/node_modules/html-loader
57123 silly finalize /home/jl/workspace/laravel/fama/node_modules/uri-js/node_modules/punycode
57124 silly finalize /home/jl/workspace/laravel/fama/node_modules/uri-js
57125 silly finalize /home/jl/workspace/laravel/fama/node_modules/uglifyjs-webpack-plugin/node_modules/ajv
57126 silly finalize /home/jl/workspace/laravel/fama/node_modules/uglifyjs-webpack-plugin/node_modules/schema-utils
57127 silly finalize /home/jl/workspace/laravel/fama/node_modules/postcss-loader/node_modules/ajv
57128 silly finalize /home/jl/workspace/laravel/fama/node_modules/postcss-loader/node_modules/schema-utils
57129 silly finalize /home/jl/workspace/laravel/fama/node_modules/postcss-loader
57130 silly finalize /home/jl/workspace/laravel/fama/node_modules/url-parse
57131 silly finalize /home/jl/workspace/laravel/fama/node_modules/original
57132 silly finalize /home/jl/workspace/laravel/fama/node_modules/eventsource
57133 silly finalize /home/jl/workspace/laravel/fama/node_modules/url-parse-lax
57134 silly finalize /home/jl/workspace/laravel/fama/node_modules/got
57135 silly finalize /home/jl/workspace/laravel/fama/node_modules/url-regex
57136 silly finalize /home/jl/workspace/laravel/fama/node_modules/url-to-options
57137 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/got
57138 silly finalize /home/jl/workspace/laravel/fama/node_modules/pngquant-bin/node_modules/caw
57139 silly finalize /home/jl/workspace/laravel/fama/node_modules/util.promisify
57140 silly finalize /home/jl/workspace/laravel/fama/node_modules/imagemin-svgo/node_modules/svgo
57141 silly finalize /home/jl/workspace/laravel/fama/node_modules/imagemin-svgo
57142 silly finalize /home/jl/workspace/laravel/fama/node_modules/vali-date
57143 silly finalize /home/jl/workspace/laravel/fama/node_modules/download/node_modules/vinyl-fs
57144 silly finalize /home/jl/workspace/laravel/fama/node_modules/decompress/node_modules/vinyl-fs
57145 silly finalize /home/jl/workspace/laravel/fama/node_modules/vary
57146 silly finalize /home/jl/workspace/laravel/fama/node_modules/express
57147 silly finalize /home/jl/workspace/laravel/fama/node_modules/compression
57148 silly finalize /home/jl/workspace/laravel/fama/node_modules/vinyl-assign/node_modules/isarray
57149 silly finalize /home/jl/workspace/laravel/fama/node_modules/vinyl-assign/node_modules/object-assign
57150 silly finalize /home/jl/workspace/laravel/fama/node_modules/vinyl-assign/node_modules/string_decoder
57151 silly finalize /home/jl/workspace/laravel/fama/node_modules/vinyl-assign/node_modules/readable-stream
57152 silly finalize /home/jl/workspace/laravel/fama/node_modules/vinyl-assign
57153 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue
57154 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-hot-reload-api
57155 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-loader/node_modules/ansi-styles
57156 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-loader/node_modules/has-flag
57157 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-loader/node_modules/lru-cache
57158 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-loader/node_modules/source-map
57159 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-loader/node_modules/supports-color
57160 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-loader/node_modules/chalk
57161 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-loader/node_modules/postcss
57162 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-style-loader
57163 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-template-compiler
57164 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-template-es2015-compiler
57165 silly finalize /home/jl/workspace/laravel/fama/node_modules/vue-loader
57166 silly finalize /home/jl/workspace/laravel/fama/node_modules/watchpack/node_modules/anymatch
57167 silly finalize /home/jl/workspace/laravel/fama/node_modules/watchpack/node_modules/glob-parent/node_modules/is-glob
57168 silly finalize /home/jl/workspace/laravel/fama/node_modules/watchpack/node_modules/glob-parent
57169 silly finalize /home/jl/workspace/laravel/fama/node_modules/watchpack/node_modules/graceful-fs
57170 silly finalize /home/jl/workspace/laravel/fama/node_modules/watchpack/node_modules/is-glob
57171 silly finalize /home/jl/workspace/laravel/fama/node_modules/watchpack/node_modules/chokidar
